kernel_host_4582267827303034181,internal_q_, 9, 13545556, 13548895
kernel_host_17506849007025892946,external_update_, 24, 2314126, 2315107
external_update_,MAIN__, 50, 4796984835, 4796986390
surface_forcing_,MAIN__, 10, 18263390, 18263560
kernel_host_17876976960434219323,dens_, 11, 27161300, 27162084
internal_u_,MAIN__, 9, 7112421593, 7112422332
kernel_host_11974978034716845838,baropg_, 11, 94277288, 94277860
kernel_host_2904305052371605897,lateral_viscosity_, 10, 122297814, 122298183
kernel_host_18056069231970590520,external_va_, 50, 40821674, 40823762
kernel_host_11313705801899030046,internal_u_, 9, 21744754, 21748238
kernel_host_17356059520636453398,external_ua_, 50, 31706221, 31711057
kernel_host_10227889028461526473,external_ua_, 10, 7554264, 7554862
sw_memcpy_host,external_update_, 90, 7138832, 7141641
sw_memcpy_host,surface_forcing_, 2, 164328, 165003
sw_memcpy_host,internal_u_, 144, 17570879, 17588411
sw_memcpy_host,adjust_uv_, 18, 1055880, 1064393
sw_memcpy_host,smoth_update_, 18, 11303016, 11303560
sw_memcpy_host,smoth_update1_, 18, 11306418, 11307763
sw_memcpy_host,internal_w_, 9, 5213872, 5218599
sw_memcpy_host,internal_update_, 60, 4711655, 4712895
sw_memcpy_host,bcond3_u_, 18, 6312209, 6312780
sw_memcpy_host,adjust_ufvf_, 54, 23734291, 23747897
sw_memcpy_host,internal_q_, 36, 17491841, 17499119
sw_memcpy_host,bcond6_, 18, 11381559, 11381969
sw_memcpy_host,update_initial_, 15, 5498564, 5500930
sw_memcpy_host,__variables_MOD_init_variables, 117, 31945330, 31947442
sw_memcpy_host,mode_interaction_, 50, 2935008, 2957181
sw_memcpy_host,read_init_, 3, 739487, 739739
sw_memcpy_host,bcond3_v_, 18, 6341856, 6342492
sw_memcpy_host,bcond2_va_, 150, 12020971, 12023861
sw_memcpy_host,internal_v_, 144, 17522020, 17540531
sw_memcpy_host,internal_t_, 252, 33158416, 33196134
sw_memcpy_host,baropg_, 22, 1245597, 1246159
sw_memcpy_host,bcond2_ua_, 150, 12052155, 12055624
sw_memcpy_host,bcond4_, 54, 34093543, 34102200
kernel_host_11078693922887474255,bcond1_, 50, 5025198, 5035698
kernel_host_11078693922887474255,bcond2_va_, 50, 4672674, 4674737
kernel_host_11078693922887474255,bcond2_ua_, 50, 4766349, 4770346
kernel_host_13095133616550115949,internal_u_, 9, 10408259, 10408923
kernel_host_13095133616550115949,internal_v_, 9, 10672235, 10672997
kernel_host_13095133616550115949,internal_t_, 18, 21037706, 21038605
__config_MOD_loadconfig,__variables_MOD_init_variables, 1, 11193208, 11193229
kernel_host_10018654585745270947,advct_, 10, 94222370, 94222974
kernel_host_14913372915240065947,internal_t_, 18, 218141253, 218141729
main,__libc_start_main, 1, 146099134213, 146129518815
kernel_host_9476223794341086031,bcond6_, 18, 89744030, 89750422
init_fields_,MAIN__, 1, 52680, 52693
kernel_host_3118027215046091878,bottom_friction_, 1, 405496, 405832
lateral_viscosity_,MAIN__, 10, 4251625943, 4251626463
kernel_host_940921560178879518,dens_, 11, 15985614, 15986103
kernel_host_940921560178879518,internal_q_, 9, 13041752, 13045250
mpi_barrier_,__variables_MOD_init_variables, 11, 47872741, 47873436
mpi_barrier_,MAIN__, 18, 46561304000, 46561304720
mpi_barrier_,read_init_, 20, 181107862, 181109547
kernel_host_4654656141485052332,bcond3_u_, 9, 49227882, 49228027
kernel_host_2895507310617246303,external_va_, 10, 3014461, 3015666
external_ua_,MAIN__, 50, 341725826, 341727713
kernel_host_1711344829487799974,bcond4_, 18, 96231404, 96238328
mpi_comm_rank_,MAIN__, 1, 1253, 1294
kernel_host_13054536613402403077,internal_q_, 9, 1843087, 1843460
kernel_host_8383241828137858514,internal_t_, 18, 4484288, 4484610
mpi_comm_size_,MAIN__, 1, 301, 322
kernel_host_10908567227736662191,read_init_, 1, 1432674, 1432695
kernel_host_11544715019137345953,adjust_uv_, 9, 16403302, 16403840
kernel_host_5354701768032446803,mode_interaction_, 10, 1224697, 1225318
mpi_get_processor_name_,MAIN__, 1, 5254, 5269
kernel_host_8054816732667103883,bcond4_, 18, 97525670, 97532298
kernel_host_18092185543702176767,internal_v_, 9, 58704171, 58704618
kernel_host_5305202362360132607,internal_q_, 9, 17860500, 17864423
MPI_Init,MAIN__, 1, 2054881291, 2054881330
kernel_host_6495952187057350598,internal_u_, 9, 12828151, 12832460
kernel_host_16025009267156524296,external_ua_, 10, 2198491, 2199035
MPI_Irecv,external_update_, 50, 128380, 129260
MPI_Irecv,internal_u_, 1, 3251, 3276
MPI_Irecv,dens_, 1, 2925, 2943
MPI_Irecv,MAIN__, 8, 24153, 24267
MPI_Irecv,read_init_, 3, 6890, 6934
MPI_Irecv,internal_t_, 1, 3437, 3452
MPI_Irecv,baropg_, 1, 3146, 3164
adjust_uv_,MAIN__, 9, 1109753578, 1109753721
kernel_host_14930920824767543618,advct_, 10, 106822090, 106825939
kernel_host_17572185407420011884,bcond6_, 18, 25377011, 25377910
smoth_update_,internal_q_, 9, 106482598, 106482747
kernel_host_3362328253860953284,dens_, 33, 61264887, 61266755
kernel_host_3362328253860953284,internal_t_, 18, 34202056, 34209177
MPI_Isend,internal_u_, 18, 127428, 128050
MPI_Isend,lateral_viscosity_, 20, 145249, 145977
MPI_Isend,external_ua_, 43, 246265, 248771
MPI_Isend,advave_, 68, 337187, 343242
MPI_Isend,internal_w_, 18, 167900, 171340
MPI_Isend,external_va_, 27, 161712, 164218
MPI_Isend,bcond3_u_, 18, 163461, 168104
MPI_Isend,internal_q_, 114, 1168710, 1194992
MPI_Isend,bcond6_, 2, 26066, 26587
MPI_Isend,advct_, 98, 1105260, 1136234
MPI_Isend,MAIN__, 64, 281970, 288489
MPI_Isend,bcond3_v_, 18, 246023, 253080
MPI_Isend,internal_v_, 18, 129992, 130958
MPI_Isend,external_el_, 96, 364662, 372075
MPI_Isend,internal_t_, 72, 769056, 787415
kernel_host_16474014825694923176,bcond4_, 36, 224466151, 224474675
kernel_host_6678857161791714567,internal_v_, 9, 2235766, 2236231
kernel_host_3056794744720896216,internal_u_, 9, 15026394, 15030397
kernel_host_3056794744720896216,internal_v_, 9, 14991785, 14996088
MPI_Recv,external_update_, 48, 3778135, 3780783
