id,funcname,600,684,720,800,860,900,1024,1280,1360,1420
0,kernel_host_7004053664364030334,213590582,185816747,180303079,167894790,144432450,148129230,134023367,112305152,104940781,98097802
1,external_el_,110037001,115236088,109395482,118550942,130160310,120472572,119390968,117924484,116710197,112295626
2,get_time_,8481,7908,7420,7700,6512,7269,7356,7765,6854,7250
3,kernel_host_6151473719594853315,8957385,7812724,7570979,6971105,6133989,6130152,5711755,4775381,4585421,4103118
4,kernel_host_2895507310617246303,30119954,25464399,24938174,23175178,19797155,20618291,18777660,15271885,14400473,12540940
5,bcond6_,216113120,219449037,186435679,210638309,200167230,189622197,242683544,180555352,180431171,245566051
6,bcond3_u_,54933176,59159732,66612243,52702505,59337868,61831438,49960110,51250115,59688766,57691255
7,baropg_,2105620406,1891143083,1744337529,1741909911,1548456255,1516647369,1532966227,1132462699,1090492394,1134471394
8,kernel_host_2403034596777470961,131909094,116203177,109404638,100663882,88599759,89110923,78288747,61987832,59804349,55647741
9,kernel_host_11974978034716845838,154308752,135590978,127911250,118916980,102356754,102626007,90218387,71350233,69795920,64258112
10,kernel_host_5613771957553797452,1999541,1762725,1687323,1588941,1404730,1400736,1252578,1071569,999736,935489
11,kernel_host_6678857161791714567,3512493,3023958,2934070,2752118,2332531,2434390,2265607,1827943,1706533,1560414
12,kernel_host_1406632355128019739,147272012,126794370,122643956,114598494,97828421,101211270,92905284,74833415,70630238,63536734
13,mpi_get_processor_name_,915,922,861,1166,1072,980,1043,957,918,912
14,init_fields_,51587,52505,53042,52863,52960,51881,52058,51854,53877,53570
15,kernel_host_18070178787332596206,60717236,53609914,50737374,47008252,41217141,41158800,36139940,29112414,28026934,25813119
16,internal_t_,6055087308,5594164304,5073001320,5448444748,4339001910,4041020699,4142252865,3353597633,3198463703,2992453170
17,kernel_host_561946464185660303,2466292,2312027,2039440,1843052,1898025,1663352,1515890,1157008,1220116,1033342
18,kernel_host_11078693922887474255,145810944,128832111,124715596,115694803,101430374,102052387,92793637,79503711,73438127,71996663
19,kernel_host_18092185543702176767,79152630,68667678,65926975,60082717,53111641,52958310,47137174,37573601,35787073,33138809
20,kernel_host_669428828628634244,91698374,80688849,76119654,69944803,61510383,61158900,53877495,43241390,41757940,39250509
21,kernel_host_17600160524251074110,92364249,82553088,76450460,68894233,62447307,61975630,52872672,43302465,43663718,40417730
22,kernel_host_2668086296973077183,39140619,34456666,31906748,29168753,25728855,25918913,22769773,18087063,17565781,16389720
23,kernel_host_3203235421309124674,4638883,3993673,3849969,3607863,3123513,3224140,2919167,2404700,2269801,2053813
24,read_init_,16509603437,15435295509,14896327573,14333426702,13914913598,13747786017,13725638863,12481862262,12229379581,12780376905
25,kernel_host_14913372915240065947,303728267,264905429,251731226,234851953,203969659,202528357,181751883,145535715,139165760,127661558
26,bcond2_va_,111085643,105744910,106394516,104749475,103062145,105764067,103685556,100991877,100059932,102246411
27,kernel_host_14177333148799137211,54347708,47935140,44880319,40917735,36683613,36249123,31900499,25633706,24994261,22951656
28,kernel_host_3801595614667731380,145769032,128266005,121687805,111611459,97254808,98312088,86333156,68980151,66479376,61396860
29,bcond1_,101971099,107052484,102832912,103961703,100548152,93521591,139225753,92330715,135612033,101993963
30,kernel_host_17675233011309389831,44988140,40059594,37422975,34492642,30319956,30333415,26551803,21474764,20773977,18850881
31,kernel_host_2769894380674479461,152331638,134030092,128701765,121671580,107194713,106090504,99738703,83088547,77539917,75033598
32,kernel_host_13678541340789269977,54533249,48252660,46214736,43851815,37666503,38179386,34309939,29790648,27327846,25767874
33,kernel_host_5189765816641970822,6724581,5719599,5601571,5176993,4432798,4628894,4178478,3502208,3332164,2855181
34,kernel_host_17156898055338419057,46736702,40860391,38735613,35629132,31516933,31398091,27602019,22029345,21453755,20266426
35,bcond3_v_,59829275,74435724,56870394,54226848,57270092,59175138,66390413,59512558,50880722,57717093
36,kernel_host_17506849007025892946,45821128,40416589,39017616,35570261,32078085,31982097,29138520,24440201,22851739,21678308
37,kernel_host_11313705801899030046,37361178,32960937,30671481,27756059,24869280,24639550,21721773,17402918,17014232,15861145
38,kernel_host_3056794744720896216,46458056,42126785,38394969,34596605,30634605,31228426,26552467,21762157,21484567,19801198
39,internal_w_,1197008856,1076080161,994311510,915662325,853550360,825029344,824457741,607668828,568078679,581131311
40,kernel_host_5341804159594033185,132427596,119700731,111717426,100421339,87316901,88716996,76655398,61007596,63731117,55582664
41,kernel_host_11243618430834388333,59350568,51643897,50584176,46605450,40863285,41266179,37742778,31564344,29512565,28430225
42,kernel_host_7308789819381199256,29028238,26038314,24024380,21946531,19276214,19383415,16772361,13432011,13403160,12354448
43,kernel_host_6065031066545417016,44497453,38665650,37022040,33669914,29458662,29722823,26032139,20995381,20515841,18646712
44,MPI_Get_count,1490083,1016880,309228,306032,311341,466098,311271,308766,308448,338530
45,kernel_host_4023198913931606276,1338294,1176916,1172254,1037997,927048,949084,1159746,745740,706994,676537
46,MPI_Irecv,544064,600275,584179,575102,589448,505530,543187,640026,833346,580306
47,kernel_host_2077031470031862986,119196510,103813398,99347992,92394847,80476841,79902027,71549843,57403154,54170692,50332374
48,kernel_host_11785900214035726808,74218002,65634621,61412546,55944072,49715124,49838687,43304998,34918696,34550985,32155729
49,bcond4_,496691731,449447466,445513665,473009156,444452407,417682595,462292749,374830412,372355299,427800764
50,kernel_host_3904638810941265799,21636114,19835110,18460133,16363621,14326366,14588769,12306415,10006998,10214207,9270178
51,bcond2_ua_,199519247,218904269,199313364,203299720,225423496,205032913,177031389,187285226,188378957,214820337
52,kernel_host_9828195426201177678,62258594,55716556,51394997,46700682,41777147,42430867,36289702,29341721,28553878,26811821
53,kernel_host_10447168533120541692,6000502,5292880,5145852,4698627,4232579,4173214,3862232,3301244,3064993,2953261
54,kernel_host_13527600874346049264,52930977,47891479,44952322,40131504,34856907,35606362,29923252,24225776,24745057,22419096
55,kernel_host_4089695605558063454,1434506,1240325,1195756,1110673,988604,992156,902471,785883,709832,690827
56,kernel_host_17572185407420011884,43952553,39948486,36865125,33884415,29198329,29513918,25028165,20238737,21477942,18406659
57,lateral_bc_,5692,6282,5985,6032,5553,6229,6454,5558,5942,5711
