kernel_host_7004053664364030334,13363658,1085105,13363658,5740015,37168380,20375265,15158301
external_el_,19313781,21938083,21685442,19313781,25844956,18641566,32947611,19561048,22133123
get_time_,7920,7832,7320,7920,7689,7279,7243,7511,7708
kernel_host_6151473719594853315,6151658,2500055,2162302,6151658,3197315,2563657,9456972,5226290,3883999
kernel_host_2895507310617246303,3014461,1031488,916631,3014461,1586517,1239039,5215136,2747916,2095030
kernel_host_4582267827303034181,13545556,5896883,4096747,13545556,6745821,4914010,23906530,11339691,7966375
bcond3_u_,38429773,24744006,39938461,38429773,27194363,23028525,30672868,67294195,27309365
baropg_,2165895367,3062659784,859777489,2165895367,1310451859,1221527614,2231037360,1388784885,895380634
MPI_Waitall,4325207198,733319160,586451627,4325207198,600813733,1125670945,597635983,415670371,442222981
kernel_host_5354701768032446803,1224697,434043,375269,1224697,677627,513220,2103625,1124863,862151
kernel_host_11974978034716845838,94277288,34105228,24925635,94277288,47190859,33984898,163850083,80264924,56798167
kernel_host_13054536613402403077,1843087,742195,650645,1843087,1005304,767456,2890045,1591298,1181643
kernel_host_5613771957553797452,1187967,416010,359657,1187967,667257,515083,2093451,1147165,1010135
kernel_host_6678857161791714567,2235766,853209,753847,2235766,1164819,924976,3615822,1957003,1403318
kernel_host_1406632355128019739,16768612,6373631,5578175,16768612,8282416,6611361,25439695,13439230,9726533
mpi_get_processor_name_,1133,813,785,1133,909,904,861,910,859
MPI_Bcast,4678772738,478187174,830912300,4678772738,7240304533,1716259041,1560233185,1830546290,429454552
internal_t_,8694338297,3977000838,2897624025,8694338297,3841157446,3513075703,6612365941,3910629032,2491613038
kernel_host_10018654585745270947,94222370,37978163,26985836,94222370,47292677,33428205,139153283,70160053,49838387
kernel_host_561946464185660303,1566095,587012,435574,1566095,727084,547151,2832416,1253880,899296
kernel_host_11078693922887474255,14464221,4915248,4067766,14464221,8092350,6455139,25243166,13647845,10875328
kernel_host_18092185543702176767,58704171,24595874,17201781,58704171,29693716,20613630,83488535,41668640,29125100
kernel_host_669428828628634244,63256915,25245970,17874086,63256915,31774700,22292219,99994404,47713786,34361850
kernel_host_17600160524251074110,60098184,26033046,18479209,60098184,29659441,21444509,100890137,47953285,34090790
kernel_host_2668086296973077183,24859202,9794029,6864725,24859202,12368219,8750222,42527259,20020041,14537437
kernel_host_3203235421309124674,3039022,1139413,1008518,3039022,1526111,1220950,4789550,2556973,1859016
read_init_,19375907231,13903794613,10492998128,19375907231,14370488898,12519933762,35846009247,35516897552,12454771594
kernel_host_14913372915240065947,218141253,88635014,63004165,218141253,109720688,77268205,317849577,161403695,113797136
bcond2_va_,17236061,15962145,15316365,17236061,16593240,15357303,17482077,16882006,15549051
kernel_host_14177333148799137211,31350973,10418046,7580731,31350973,15409848,11205926,57536893,28016223,20024784
kernel_host_3801595614667731380,91054047,34461478,24921328,91054047,44992131,32366949,157641889,75230548,54253670
bcond6_,88442912,80311619,85672030,88442912,110829029,70833918,115648104,264207662,89826308
MPI_Recv,11848574654,5395034362,30247557833,11848574654,6337548449,11927387256,1388754267,776331364,699477088
kernel_host_2769894380674479461,18250751,7603902,6517719,18250751,9465650,7455602,26800654,14893315,11046570
kernel_host_13678541340789269977,7525456,1893814,1358396,7525456,3893453,2113915,16587030,8881526,6920536
kernel_host_5189765816641970822,4301841,1685741,1488315,4301841,2234904,1829798,6927955,3817134,2813086
kernel_host_17156898055338419057,33470251,14358560,10153080,33470251,16616717,11743574,50468477,24866005,17409776
bcond3_v_,35145973,37048164,32811139,35145973,28494508,26470794,41186450,87179148,28168407
kernel_host_17506849007025892946,2314126,248037,2314126,912007,6745476,3633262,2792170
kernel_host_11313705801899030046,21744754,6917556,4957268,21744754,10479481,7692315,40155363,19139976,13477187
kernel_host_3056794744720896216,30018179,13162493,9316570,30018179,14931156,10968581,52055434,24404690,17269287
internal_w_,1240793719,1205270238,466463865,1240793719,753434323,609477696,1214715984,739816787,467639356
kernel_host_5341804159594033185,75856225,21417797,15975881,75856225,36131179,26225406,143835105,67659789,47487235
kernel_host_11243618430834388333,3082600,339710,3082600,1213315,8557831,4710312,3533996
kernel_host_7308789819381199256,17096142,5165025,3754646,17096142,8191154,5897171,32364660,15025351,10561448
kernel_host_3362328253860953284,95466943,27210977,20180314,95466943,45940717,33473739,181032302,85538255,60129496
MPI_Get_count,82657,89258,96131,82657,105507,94816,84179,99157,102880
kernel_host_4023198913931606276,772613,291191,248637,772613,461844,392022,1404525,784512,749682
MPI_Irecv,172182,174037,167442,172182,188780,181860,173878,188579,192330
kernel_host_2077031470031862986,85152006,35350147,24935036,85152006,41715785,30640024,126541848,63059969,44714094
kernel_host_11785900214035726808,43575560,13620643,9909302,43575560,21018759,15203607,79750199,38017981,27131982
bcond4_,343377847,273858436,215534429,343377847,283474973,212622243,393695405,440020997,230200033
bcond2_ua_,35538236,42893213,35896892,35538236,49275548,34675617,61589371,85909815,42962950
kernel_host_9828195426201177678,38907531,15573713,10916814,38907531,19268333,14141881,68152809,32527231,23016097
kernel_host_10447168533120541692,3716123,1539212,1323397,3716123,2146277,1673856,6361810,3529455,2753087
kernel_host_13527600874346049264,30315913,8303498,6182058,30315913,14253099,10202777,58521144,27163941,18699945
kernel_host_17572185407420011884,25377011,7564060,5667436,25377011,12292497,8823093,48513738,22690111,15691175
kernel_host_16025009267156524296,2198491,792368,698722,2198491,1194353,908680,3692696,1985149,1454074
kernel_host_18056069231970590520,40821674,14239238,12658200,40821674,20373199,16127962,65812140,33499749,25729157
kernel_host_7338183325372557907,290536734,111749370,80391507,290536734,144617080,103336901,456717495,230174170,163082108
init_fields_,52680,53059,53991,52680,52480,53495,52620,52599,53165
dens_,63615418,112780641,108073282,63615418,146237853,104699459,282433961,298679328,133314425
MPI_Gather,1787499,1724121,1675811,1787499,1761256,1685750,1865177,1821165,1740608
kernel_host_17675233011309389831,36933374,15327161,10664345,36933374,18323227,12824967,47960335,24007024,16667725
kernel_host_14960680749554967015,694770,272275,220930,694770,417185,340598,1211715,678084,545744
advct_,123920812,115039890,95846878,123920812,124800552,93585381,237129446,261383885,129275558
kernel_host_4181240233776583252,23290272,8648440,6213161,23290272,11428673,8169669,39860303,19458751,13822350
MPI_Init,2054881291,2082952103,2077103242,2054881291,2074405187,2089494288,2041315774,2051858412,2073393983
kernel_host_1711344829487799974,96231404,38911494,27898385,96231404,47841599,34219695,156384900,77266113,55234529
kernel_host_14930920824767543618,106822090,41947616,29867224,106822090,52959976,37775243,162683866,81711936,57970638
mpi_comm_rank_,1253,1440,1143,1253,1313,1180,1617,1344,1557
kernel_host_13029536952378754949,88204705,34874903,25007083,88204705,44294227,31766762,141999761,69570866,49553451
kernel_host_11544715019137345953,16403302,7152302,5023197,16403302,8112975,5882730,26236246,12366171,8812162
kernel_host_14523175272559072737,12455747,3412256,2504831,12455747,5814760,4189991,24015278,11102335,7700310
kernel_host_18110621675970109649,18387957,6563054,4682531,18387957,8897340,6380953,32803729,15236247,10939923
kernel_host_2704996265738245537,13945946,4780733,3444937,13945946,6648149,4886333,24973723,11973572,8390801
kernel_host_5579468312897313468,89892135,34020938,24488485,89892135,44650530,31832690,156433540,75817075,53871527
kernel_host_8054816732667103883,97525670,36673100,26559841,97525670,48044887,34809631,167965917,82839244,59077503
kernel_host_6495952187057350598,12828151,3780888,2777614,12828151,6077137,4309906,24434742,11113790,7770201
kernel_host_15379746689016184240,35247275,12995413,9272895,35247275,17465610,12458062,58909713,28746067,20455760
kernel_host_940921560178879518,29027366,10474371,7496195,29027366,13991814,10342651,54644261,25476554,17828100
kernel_host_5285627496081891117,16595707,6519927,4578287,16595707,8034060,5870859,29686968,14293685,9820365
kernel_host_9870073709680686895,24838925,9810537,6920718,24838925,12315410,8691974,41680009,19942852,14368134
advave_,50053553,85404043,60231280,50053553,122305335,58868338,138204320,229596821,76509436
mpi_comm_size_,301,303,312,301,425,300,271,302,296
kernel_host_12880096600322512940,52011842,21125451,14907356,52011842,26032521,18467730,76519835,38621931,27527190
kernel_host_8607595517187487955,83474906,31691958,22884830,83474906,40861281,29394585,141390874,68627999,49104250
kernel_host_3118027215046091878,405496,190088,161118,405496,200430,161906,414950,220921,164697
mpi_barrier_,35436,36102,38493,35436,34545,32060,32894,36121,32522
kernel_host_4064066695173842015,16784540,6333991,4514425,16784540,8147975,6029718,30251269,14620074,10060618
internal_u_,2609441382,1562506868,977479407,2609441382,1589164657,1021856387,2554214368,1676880231,933600608
sw_memcpy_host,274937727,63551560,44434137,274937727,132016256,89242818,618257340,291936735,197600275
kernel_host_6269904581008346741,39672043,16085511,11321677,39672043,19925271,14027364,64650932,31139013,22182788
kernel_host_1513189204643337441,1998923,750333,620227,1998923,1173558,985028,3542738,1974092,1609245
MAIN__,68792984,71200269,70333006,68792984,61941264,72544626,68716535,61659115,76510528
kernel_host_2403034596777470961,83073391,31936398,23002221,83073391,41134576,29791655,143476098,68353132,49206020
kernel_host_18070178787332596206,43605658,19348812,13558512,43605658,22024050,15372856,65390052,31993181,22730030
kernel_host_9476223794341086031,89744030,33971354,24375210,89744030,44442811,31951564,154178342,75483446,54013239
MPI_Comm_free,221859,236984,570067,221859,237676,367666,317964,404347,234745
kernel_host_13670386984375334520,18868450,7833937,6706859,18868450,9791518,7692311,26849246,15015388,11002723
__libc_start_main,-146129518815,-53222775018,-97680229685,-146129518815,-58709619882,-54353944479,-87049757308,-70653413452,-34188344281
kernel_host_11711072112829525569,843912,383411,319225,843912,523548,487286,1354902,804571,670480
kernel_host_8976449558737060572,42365409,13233510,9683115,42365409,20629759,15189028,82517174,37721340,27130878
kernel_host_2904305052371605897,122297814,51363689,36469574,122297814,60338525,42836671,168704637,84266869,60339826
kernel_host_11735378529907380392,25408285,7931573,5815940,25408285,12190441,8990618,46421703,22380177,16112890
kernel_host_10908567227736662191,1432674,385283,288965,1432674,699912,471059,2666615,1320249,856660
kernel_host_7666798020544911213,958889,358867,294958,958889,552970,445997,1694269,926671,961723
kernel_host_928901692857333394,27169036,9556140,6859710,27169036,13294188,9609404,48032895,23385690,16518114
MPI_Get_processor_name,4106,4022,3440,4106,3632,3073,3690,3183,4138
kernel_host_13005850972175828160,16476975,7238609,5042458,16476975,8186803,5917129,26531356,12810787,9132424
kernel_host_15777227199745514466,1936053,646682,541400,1936053,1046970,847773,3355708,1800801,1490418
kernel_host_149332173039792024,1710369,591662,492213,1710369,935163,761991,3008919,1647647,1268673
kernel_host_5742318362719794899,1039708,401589,334231,1039708,588910,460682,1742099,973834,751840
kernel_host_14742595204480865565,31425647,15179174,10399552,31425647,15756451,11013752,37178573,18756656,13028054
adjust_ufvf_,552045465,637650156,198506178,552045465,403352704,299263769,537015950,287036710,189898090
kernel_host_17356059520636453398,31706221,11644113,10159468,31706221,15858703,12578032,48977370,25356737,19335720
MPI_Type_free,146455,138488,151156,146455,147508,147877,143406,145120,153921
update_initial_,151987630,103215714,81227440,151987630,114788608,70804843,308422265,250670068,87268136
MPI_Type_commit,3478004,3520211,3614398,3478004,3539030,3568833,3461652,3513897,3670919
kernel_host_5251974738527917755,2123024,823997,721465,2123024,1105437,871566,3373487,1799986,1328881
kernel_host_11180554648481108675,1804180,706768,601992,1804180,996011,790583,2931300,1581119,1228807
kernel_host_16474014825694923176,224466151,90500323,63946203,224466151,113209071,80049842,342310710,168790762,119616477
kernel_host_677570178439262390,3076853,1137451,1009998,3076853,1569111,1233557,4886340,2631240,1910396
kernel_host_10497226412570990612,53293840,17555317,12761693,53293840,25900511,18592373,95063940,45715473,32847260
kernel_host_3904638810941265799,12040024,3725919,2739966,12040024,5995480,4316063,23629825,11200720,7738511
kernel_host_7809988743068049318,3046102,1037227,922192,3046102,1593244,1240111,5240076,2769996,2009240
kernel_host_14171480367845884996,95464425,26928575,19957026,95464425,45559293,32950571,185381045,85592528,60061830
external_ua_,51465783,99004358,54993912,51465783,64818839,47924686,158155325,169872615,69408173
main,18930,18280,19620,18930,19772,18925,19406,18377,18208
MPI_Barrier,64352607715,4498289094,39676745647,64352607715,6598353143,9331975795,6053694066,6376342788,3654391352
kernel_host_8383241828137858514,4484288,1736525,1489370,4484288,2279781,1869151,7405322,3988579,2920126
kernel_host_6065031066545417016,26526324,9636826,6951235,26526324,13112215,9476198,46162680,23142178,16302627
lateral_viscosity_,35712314,27707101,27201526,35712314,35164492,26817817,28723298,55921869,24938360
adjust_uv_,583148840,658572118,208348635,583148840,463114219,262208174,562327357,420929302,227989573
kernel_host_10878038741274582305,24094267,6498312,4815930,24094267,11473859,8318855,47229024,22147686,15342134
MPI_Send,185220,180425,186502,185220,187235,193919,180709,181835,192385
mode_interaction_,1447769668,3188745076,1045754379,1447769668,726477176,925651102,1500489593,824369865,494035227
smoth_update1_,1136320,1142092,1120814,1136320,1189241,1158284,1152721,1207090,1217569
kernel_host_533893640144992498,32010659,11853564,8459338,32010659,15834682,11408585,53664424,26124167,18853640
kernel_host_9872960228072659106,223994393,90571818,64033726,223994393,113332602,80102231,344723325,168018793,120041573
internal_update_,1060733,1059101,925516,1060733,1090089,967899,1009196,1039398,953545
smoth_update_,5922740,9504940,8582541,5922740,19038833,7695505,7108866,20517665,13580011
external_va_,46396246,86619322,49175086,46396246,78390875,66904341,86622409,59304666,65697842
kernel_host_18194556031340472576,3412306,373326,3412306,1325242,9766800,5248634,3938911
internal_v_,2512041236,1469339874,910989227,2512041236,1562598266,907399092,2589453310,1456808107,905836260
MPI_Type_size,84500,89414,89263,84500,90516,87235,91477,88547,88938
surface_forcing_,18098387,8966151,6207072,18098387,8949435,6181255,17421977,8844740,6019668
__config_MOD_loadconfig,11193208,13141486,25113606,11193208,10549505,7519970,42658710,29835689,6808887
kernel_host_17876976960434219323,27161300,8536072,6133677,27161300,12871642,9280995,49154554,23243795,16361124
